Brand=["Mekhala"],Reporting Range=["Monthly"],Select year=["2023"],Select month=["September"]
"Search Query","Search Query Score","Search Query Volume","Impressions: Total Count","Impressions: Brand Count","Impressions: Brand Share %","Clicks: Total Count","Clicks: Click Rate %","Clicks: Brand Count","Clicks: Brand Share %","Clicks: Price (Median)","Clicks: Brand Price (Median)","Clicks: Same Day Shipping Speed","Clicks: 1D Shipping Speed","Clicks: 2D Shipping Speed","Cart Adds: Total Count","Cart Adds: Cart Add Rate %","Cart Adds: Brand Count","Cart Adds: Brand Share %","Cart Adds: Price (Median)","Cart Adds: Brand Price (Median)","Cart Adds: Same Day Shipping Speed","Cart Adds: 1D Shipping Speed","Cart Adds: 2D Shipping Speed","Purchases: Total Count","Purchases: Purchase Rate %","Purchases: Brand Count","Purchases: Brand Share %","Purchases: Price (Median)","Purchases: Brand Price (Median)","Purchases: Same Day Shipping Speed","Purchases: 1D Shipping Speed","Purchases: 2D Shipping Speed","Reporting Date"
"dry curry paste","250","7","297","21","7.07","4","57.14","2","50.0","7.99","7.99","0","2","1","3","42.86","2","66.67","7.99","7.99","0","2","0","2","28.57","2","100.0","7.99","7.99","0","2","0","2023-09-30"
"gochujang","80","35854","907017","3520","0.39","18491","51.57","8","0.04","9.24","6.49","1352","6030","4710","10782","30.07","5","0.05","9.24","6.49","861","3503","2698","4502","12.56","3","0.07","9.24","6.49","419","1656","1091","2023-09-30"
"green curry paste","4","5401","138457","5728","4.14","3124","57.84","451","14.44","6.32","6.49","212","1049","743","1955","36.2","309","15.81","5.7","6.49","146","629","419","940","17.4","146","15.53","5.7","6.49","66","327","188","2023-09-30"
"huy fong sambal oelek","178","2643","67681","2549","3.77","749","28.34","3","0.4","44.49","7.89","15","82","85","129","4.88","0","0.0","44.0",,"6","23","18","70","2.65","0","0.0","44.49",,"3","15","11","2023-09-30"
"sweet chili sauce","854","21538","489735","472","0.1","9562","44.4","1","0.01","6.04","6.49","400","2225","1992","5832","27.08","0","0.0","4.97",,"267","1290","1059","2258","10.48","0","0.0","4.97",,"102","543","390","2023-09-30"
"yellow curry oaste","342","13","247","25","10.12","8","61.54","4","50.0","7.71","6.49","0","2","2","6","46.15","2","33.33","7.71","6.49","0","1","2","2","15.38","1","50.0","6.49","6.49","0","0","1","2023-09-30"
"mikes red curry","572","8","152","9","5.92","2","25.0","1","50.0","6.49","6.49","0","0","1","1","12.5","1","100.0","6.49","6.49","0","0","0","1","12.5","1","100.0","6.49","6.49","0","0","0","2023-09-30"
"mila dumplings","358","2437","57838","1251","2.16","337","13.83","3","0.89","14.99","7.99","23","135","97","64","2.63","0","0.0","11.99",,"3","27","17","24","0.98","0","0.0","11.99",,"1","12","7","2023-09-30"
"preserved lemon","259","5309","135300","901","0.67","2806","52.85","1","0.04","11.95","7.29","38","669","597","1521","28.65","1","0.07","11.95","7.29","27","395","285","709","13.35","1","0.14","11.95","7.29","11","223","147","2023-09-30"
"mild organic yellow curry paste","701","1","14","1","7.14","1","100.0","1","100.0","6.39","6.39","0","0","0","1","100.0","1","100.0","6.39","6.39","0","0","0","1","100.0","1","100.0","6.39","6.39","0","0","0","2023-09-30"
"tom yum sauce","48","126","3067","261","8.51","67","53.17","30","44.78","7.99","7.99","9","27","20","36","28.57","20","55.56","7.99","7.99","7","16","9","14","11.11","7","50.0","7.99","7.99","3","5","4","2023-09-30"
"vegetable bouillon","876","3735","91338","182","0.2","1901","50.9","1","0.05","8.99","6.49","28","406","440","933","24.98","1","0.11","7.81","6.49","5","175","147","364","9.75","0","0.0","7.99",,"2","74","60","2023-09-30"
"organic chicken broth","279","5088","118585","408","0.34","3160","62.11","3","0.09","4.49","6.49","33","225","219","2277","44.75","2","0.09","3.99","6.49","11","98","116","1122","22.05","1","0.09","3.99","6.49","7","46","60","2023-09-30"
"vindaloo seasoning","936","80","2144","40","1.87","41","51.25","3","7.32","9.99","7.89","0","8","15","8","10.0","1","12.5","7.99","7.89","0","2","0","2","2.5","0","0.0","7.01",,"0","0","0","2023-09-30"
"pesto","718","55171","1235387","929","0.08","29765","53.95","1","0.0","5.78","6.49","427","1521","1071","21235","38.49","0","0.0","4.99",,"291","827","551","10451","18.94","0","0.0","5.29",,"124","362","204","2023-09-30"
"organic miso","924","937","25033","121","0.48","583","62.22","1","0.17","11.95","6.99","27","115","95","271","28.92","1","0.37","11.95","6.99","10","46","50","106","11.31","0","0.0","11.95",,"2","25","20","2023-09-30"
"galangal root fresh","499","490","12204","310","2.54","214","43.67","6","2.8","13.9","6.49","1","32","27","111","22.65","2","1.8","13.5","7.29","0","21","11","42","8.57","0","0.0","9.99",,"0","8","5","2023-09-30"
"mekala vindaloo","697","1","18","1","5.56","1","100.0","1","100.0","7.89","7.89","0","0","1","1","100.0","1","100.0","7.89","7.89","0","0","1","1","100.0","1","100.0","7.89","7.89","0","0","1","2023-09-30"
"basil fresh","224","27866","568691","1625","0.29","15813","56.75","3","0.02","2.99","6.49","5","21","13","13941","50.03","2","0.01","2.99","6.39","3","14","9","8049","28.88","0","0.0","2.99",,"1","5","3","2023-09-30"
"ginger miso paste","373","11","329","10","3.04","3","27.27","3","100.0","7.99","7.99","0","0","3","2","18.18","2","100.0","7.99","7.99","0","0","2","1","9.09","1","100.0","7.99","7.99","0","0","1","2023-09-30"
"organic tikka masala","243","42","1096","50","4.56","21","50.0","2","9.52","7.49","7.99","1","9","3","17","40.48","2","11.76","7.49","7.99","1","6","2","7","16.67","2","28.57","7.99","7.99","1","4","0","2023-09-30"
"sesame oil","229","63397","1553765","536","0.03","32841","51.8","4","0.01","7.79","6.49","2524","9308","5779","24096","38.01","3","0.01","7.49","6.49","1869","6432","3664","10350","16.33","1","0.01","7.49","6.49","889","2878","1503","2023-09-30"
"toum","234","1602","32001","507","1.58","650","40.57","3","0.46","9.99","7.99","7","92","148","237","14.79","3","1.27","8.75","7.99","2","30","50","91","5.68","1","1.1","8.29","7.99","1","14","18","2023-09-30"
"mild yellow curry paste","528","19","541","35","6.47","14","73.68","1","7.14","8.08","24.71","1","5","6","9","47.37","1","11.11","8.08","24.71","1","3","5","4","21.05","1","25.0","8.1","24.71","1","2","1","2023-09-30"
"korma curry paste","361","371","9691","364","3.76","169","45.55","1","0.59","11.94","6.49","3","41","59","73","19.68","1","1.37","11.94","6.49","0","17","26","34","9.16","1","2.94","9.99","6.49","0","9","15","2023-09-30"
"thai paste green curry","673","2","30","2","6.67","1","50.0","1","100.0","6.49","6.49","0","0","0","1","50.0","1","100.0","6.49","6.49","0","0","0","1","50.0","1","100.0","6.49","6.49","0","0","0","2023-09-30"
"organic ginger paste","834","210","5837","170","2.91","118","56.19","4","3.39","11.99","7.99","8","38","32","41","19.52","1","2.44","11.99","7.99","2","10","9","16","7.62","0","0.0","11.99",,"0","7","3","2023-09-30"
"red curry thai paste","570","10","274","10","3.65","4","40.0","1","25.0","3.98","7.99","1","2","0","4","40.0","1","25.0","3.98","7.99","1","2","0","1","10.0","1","100.0","7.99","7.99","0","1","0","2023-09-30"
"crushed ginger","490","280","7533","55","0.73","121","43.21","1","0.83","4.99","8.69","2","23","13","82","29.29","1","1.22","4.98","8.69","1","13","9","37","13.21","1","2.7","4.98","8.69","0","8","4","2023-09-30"
"tom kha gai","493","85","2227","53","2.38","49","57.65","1","2.04","7.2","6.49","0","17","17","19","22.35","1","5.26","6.99","6.49","0","7","6","8","9.41","1","12.5","6.49","6.49","0","4","1","2023-09-30"
"fresh turmeric","782","1146","27788","294","1.06","522","45.55","3","0.57","14.99","7.98","6","68","39","229","19.98","1","0.44","14.99","6.49","4","17","8","77","6.72","0","0.0","13.99",,"1","8","4","2023-09-30"
"greens","300","86561","1359414","569","0.04","28667","33.12","1","0.0","19.98","6.49","3723","9277","5508","10480","12.11","1","0.01","5.99","6.49","845","2072","1114","4667","5.39","1","0.02","5.79","4.39","407","872","389","2023-09-30"
"organic sriracha kitchen garden","709","1","31","1","3.23","2","200.0","1","50.0","7.29","7.29","0","0","0","2","200.0","1","50.0","7.29","7.29","0","0","0","2","200.0","1","50.0","7.29","7.29","0","0","0","2023-09-30"
"curry paste yellow","85","114","2652","160","6.03","52","45.61","13","25.0","7.99","7.99","3","16","14","24","21.05","10","41.67","7.99","7.39","3","6","7","13","11.4","5","38.46","7.99","7.39","1","4","3","2023-09-30"
"red potatoes","764","15873","334502","431","0.13","9196","57.93","1","0.01","4.69","6.49","3","8","6","8156","51.38","1","0.01","4.69","6.49","0","7","2","3997","25.18","0","0.0","4.69",,"0","1","0","2023-09-30"
"ground chicken organic","159","5022","103526","1155","1.12","2814","56.03","2","0.07","7.99","6.49","0","1","0","2434","48.47","2","0.08","7.99","6.49","0","0","0","1403","27.94","2","0.14","8.49","6.49","0","0","0","2023-09-30"
"rwd curry paste","668","2","39","2","5.13","1","50.0","1","100.0","6.49","6.49","0","0","0","1","50.0","1","100.0","6.49","6.49","0","0","0","1","50.0","1","100.0","6.49","6.49","0","0","0","2023-09-30"
"vegan tikka masala","504","77","1905","47","2.47","29","37.66","1","3.45","5.75","7.99","1","7","0","12","15.58","1","8.33","5.75","7.99","1","1","0","8","10.39","1","12.5","5.75","7.99","0","1","0","2023-09-30"
"turmeric rice","744","584","14166","223","1.57","259","44.35","2","0.77","4.69","6.49","4","49","26","161","27.57","2","1.24","3.99","6.49","3","25","12","75","12.84","0","0.0","3.69",,"1","13","5","2023-09-30"
"vegan laksa paste","223","17","448","44","9.82","10","58.82","6","60.0","7.89","7.89","0","2","4","5","29.41","5","100.0","7.89","7.89","0","2","2","1","5.88","1","100.0","7.89","7.89","0","0","1","2023-09-30"
"organic japanese sweet potatoes","405","562","11785","236","2.0","153","27.22","1","0.65","5.39","7.29","0","0","0","105","18.68","1","0.95","4.99","7.29","0","0","0","56","9.96","1","1.79","4.84","7.29","0","0","0","2023-09-30"
"sprouted lentils","535","491","12188","29","0.24","267","54.38","1","0.37","9.9","6.49","3","28","51","114","23.22","1","0.88","5.99","6.49","1","11","18","40","8.15","1","2.5","6.29","6.49","0","6","7","2023-09-30"
"thai lemongrass paste","950","36","1050","103","9.81","17","47.22","1","5.88","14.95","6.49","0","4","9","10","27.78","1","10.0","14.95","6.49","0","4","5","3","8.33","0","0.0","9.76",,"0","2","1","2023-09-30"
"thai red curry powder","938","104","2798","73","2.61","54","51.92","2","3.7","9.99","7.39","5","12","11","17","16.35","1","5.88","7.99","7.39","1","5","2","6","5.77","0","0.0","6.49",,"1","2","0","2023-09-30"
"tomato paste organic","798","3238","71005","502","0.71","2163","66.8","3","0.14","2.29","6.49","1","22","39","1899","58.65","0","0.0","2.19",,"1","5","20","1053","32.52","0","0.0","2.19",,"0","2","10","2023-09-30"
"nam prik pao","932","433","13425","335","2.5","206","47.58","2","0.97","11.49","6.49","6","48","86","88","20.32","0","0.0","10.99",,"1","29","35","33","7.62","0","0.0","11.49",,"0","10","12","2023-09-30"
"tumeric rice","458","168","4867","95","1.95","93","55.36","1","1.08","4.59","6.49","1","19","6","62","36.9","1","1.61","3.99","6.49","0","14","3","29","17.26","1","3.45","3.99","6.49","0","9","0","2023-09-30"
"malaysian sambal vegitarian","633","3","57","3","5.26","2","66.67","1","50.0","7.89","7.89","0","0","2","1","33.33","1","100.0","7.89","7.89","0","0","1","1","33.33","1","100.0","7.89","7.89","0","0","1","2023-09-30"
"yellow curry gluten free paste","658","4","63","2","3.17","2","50.0","1","50.0","3.99","6.49","0","0","0","1","25.0","1","100.0","6.49","6.49","0","0","0","1","25.0","1","100.0","6.49","6.49","0","0","0","2023-09-30"
"basil paste","79","669","16063","402","2.5","201","30.04","19","9.45","5.99","7.99","9","45","43","101","15.1","13","12.87","5.99","7.99","4","23","12","42","6.28","4","9.52","5.69","7.99","1","11","5","2023-09-30"
"pho paste","982","296","6855","38","0.55","156","52.7","2","1.28","10.99","6.39","5","51","62","71","23.99","1","1.41","10.99","6.49","0","23","27","24","8.11","0","0.0","10.99",,"0","11","7","2023-09-30"
"yellow thai curry paste","69","186","4805","258","5.37","104","55.91","16","15.38","7.99","6.49","8","32","41","64","34.41","12","18.75","7.99","6.49","4","21","22","29","15.59","6","20.69","7.99","7.99","1","10","10","2023-09-30"
"jamaican curry powder","466","4231","97451","77","0.08","1982","46.84","1","0.05","11.65","6.49","51","623","780","1008","23.82","1","0.1","11.65","6.49","23","353","382","333","7.87","1","0.3","11.65","6.49","10","140","107","2023-09-30"
"thai basil garlic","148","24","650","17","2.62","11","45.83","6","54.55","7.99","7.99","0","4","1","6","25.0","4","66.67","7.29","7.29","0","3","0","3","12.5","3","100.0","7.99","7.99","0","2","0","2023-09-30"
"thai curry paste green","431","80","1960","95","4.85","41","51.25","2","4.88","5.49","6.49","5","11","17","24","30.0","1","4.17","4.79","6.49","3","5","10","17","21.25","1","5.88","4.79","6.49","2","2","7","2023-09-30"
"tom kha","380","368","8957","276","3.08","190","51.63","7","3.68","7.29","6.49","8","42","54","71","19.29","3","4.23","6.99","7.29","2","15","18","32","8.7","0","0.0","6.9",,"1","9","6","2023-09-30"
"thai pastes organic thai green curry paste","654","1","60","2","3.33","1","100.0","1","100.0","7.83","7.83","0","0","1","1","100.0","1","100.0","7.83","7.83","0","0","1","1","100.0","1","100.0","7.83","7.83","0","0","1","2023-09-30"
"tom ka soup","446","97","1979","35","1.77","55","56.7","3","5.45","7.39","7.39","0","12","21","24","24.74","1","4.17","6.99","7.39","0","3","7","8","8.25","1","12.5","7.25","7.39","0","0","2","2023-09-30"
"coconut aminos organic","375","6611","158732","1003","0.63","4223","63.88","2","0.05","11.22","6.49","303","1049","784","2403","36.35","1","0.04","10.97","6.49","194","609","406","1089","16.47","0","0.0","11.22",,"97","287","187","2023-09-30"
"vegan yellow currypaste","619","2","52","4","7.69","2","100.0","1","50.0","7.99","7.99","0","1","1","1","50.0","1","100.0","7.99","7.99","0","0","1","1","50.0","1","100.0","7.99","7.99","0","0","1","2023-09-30"
"asian food","826","29809","637304","252","0.04","6979","23.41","2","0.03","9.99","6.49","374","1957","2174","2551","8.56","1","0.04","8.48","6.49","140","689","805","372","1.25","0","0.0","7.98",,"24","103","82","2023-09-30"
"chu hou paste","814","150","3979","266","6.69","75","50.0","2","2.67","12.46","6.99","0","13","49","39","26.0","1","2.56","12.46","7.98","0","9","23","15","10.0","0","0.0","12.46",,"0","4","9","2023-09-30"
"gluten free soy sauce","837","10565","257834","277","0.11","5781","54.72","1","0.02","14.29","6.49","103","1295","1475","3201","30.3","1","0.03","13.72","6.49","51","722","813","1526","14.44","0","0.0","14.29",,"25","364","402","2023-09-30"
"green chile paste","545","21","414","21","5.07","12","57.14","1","8.33","9.99","6.49","0","0","6","2","9.52","1","50.0","6.49","6.49","0","0","1","1","4.76","1","100.0","6.49","6.49","0","0","0","2023-09-30"
"sambal oelek","27","41843","1068297","19695","1.84","12104","28.93","66","0.55","9.99","7.89","509","2733","2051","3631","8.68","11","0.3","8.34","7.89","291","1240","797","1756","4.2","4","0.23","8.35","7.89","153","649","371","2023-09-30"
"east asian-style sautéed aromatics","465","8","126","7","5.56","3","37.5","3","100.0","7.99","7.99","0","0","3","1","12.5","1","100.0","7.99","7.99","0","0","1","1","12.5","1","100.0","7.99","7.99","0","0","1","2023-09-30"
"red pepper fresh organic","347","3003","61431","794","1.29","1653","55.04","2","0.12","6.99","6.99","0","0","0","1499","49.92","2","0.13","6.99","6.99","0","0","0","885","29.47","0","0.0","4.04",,"0","0","0","2023-09-30"
"root vegetables","785","3289","67832","325","0.48","1019","30.98","2","0.2","3.19","6.99","0","3","1","733","22.29","1","0.14","2.99","6.99","0","0","0","328","9.97","0","0.0","2.99",,"0","0","0","2023-09-30"
"green cutry","648","2","39","3","7.69","2","100.0","1","50.0","4.79","6.49","1","0","0","2","100.0","1","50.0","4.79","6.49","1","0","0","2","100.0","1","50.0","4.79","6.49","1","0","0","2023-09-30"
"tofu","65","97674","2227797","5077","0.23","47994","49.14","21","0.04","3.19","6.49","398","1519","1493","34990","35.82","8","0.02","2.99","6.49","106","402","385","16000","16.38","1","0.01","2.99","6.49","45","179","135","2023-09-30"
"curry leaves","714","10042","256708","693","0.27","4683","46.63","1","0.02","7.99","6.49","102","1566","1750","2934","29.22","1","0.03","7.99","6.49","70","1081","1098","1068","10.64","0","0.0","7.99",,"34","440","388","2023-09-30"
"lemongrass fresh","28","1389","29179","805","2.76","623","44.85","52","8.35","2.99","6.49","0","1","38","408","29.37","34","8.33","2.69","6.49","0","0","1","230","16.56","20","8.7","2.69","6.49","0","0","0","2023-09-30"
"redf xcurry paste","674","1","60","2","3.33","5","500.0","1","20.0","6.5","7.99","0","0","4","1","100.0","1","100.0","7.99","7.99","0","0","1","1","100.0","1","100.0","7.99","7.99","0","0","1","2023-09-30"
"turmeric paste for cooking","937","26","703","73","10.38","19","73.08","2","10.53","15.97","7.98","3","8","5","7","26.92","1","14.29","15.97","7.98","1","2","2","3","11.54","0","0.0","13.99",,"0","1","0","2023-09-30"
"organic miso paste","776","916","26019","679","2.61","534","58.3","0","0.0","12.2",,"22","131","142","285","31.11","0","0.0","12.0",,"11","67","71","97","10.59","0","0.0","11.95",,"4","32","24","2023-09-30"
"organic curry","145","474","12812","756","5.9","248","52.32","19","7.66","7.49","7.29","5","51","44","107","22.57","5","4.67","6.99","7.29","4","23","15","34","7.17","1","2.94","9.88","23.65","0","15","7","2023-09-30"
"lemons organic","222","24588","498941","1626","0.33","15574","63.34","3","0.02","1.39","7.29","0","1","0","14896","60.58","2","0.01","1.39","6.49","0","0","0","8871","36.08","0","0.0","1.39",,"0","0","0","2023-09-30"
"- [ ] tom yum paste","615","1","60","4","6.67","2","200.0","1","50.0","6.49","6.49","0","0","2","1","100.0","1","100.0","6.49","6.49","0","0","1","1","100.0","1","100.0","7.99","7.99","0","0","1","2023-09-30"
"thai basil pod","573","10","198","9","4.55","5","50.0","1","20.0","14.99","7.99","0","0","0","2","20.0","1","50.0","4.95","7.99","0","0","0","2","20.0","1","50.0","4.95","7.99","0","0","0","2023-09-30"
"gluten free oyster sauce","942","2078","51869","364","0.7","1471","70.79","1","0.07","10.99","7.99","17","311","544","628","30.22","0","0.0","8.99",,"5","142","237","266","12.8","0","0.0","8.99",,"2","65","110","2023-09-30"
"asian sauces","428","4956","117328","138","0.12","1429","28.83","1","0.07","9.99","6.49","80","436","436","728","14.69","1","0.14","8.9","6.49","58","233","211","181","3.65","1","0.55","7.12","6.49","16","57","49","2023-09-30"
"red curry paste organic thai","686","1","19","1","5.26","1","100.0","1","100.0","7.39","7.39","0","0","0","1","100.0","1","100.0","7.39","7.39","0","0","0","1","100.0","1","100.0","7.39","7.39","0","0","0","2023-09-30"
